voedselnaam,Alpha-tocopherol,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
Liver based spreadable-textured specialities,,13.4,0.3708,14.8,217.6,190.8,0.019119999999999998,5.1512,2.708,6.5782,0.8556000000000001,0.1826,0.007930000000000001,0.24220000000000003,0.4554,0.01
Liver cheese,0.267,6.0,0.19642857142857142,17.714285714285715,187.28571428571428,290.7142857142857,0.022,3.2142857142857144,2.044285714285714,6.233571428571429,0.3471428571428571,0.06857142857142857,0.004097142857142857,0.26885714285714285,0.5202,0.009
Liver-type sausage,0.3,26.857142857142858,0.48722857142857146,17.17142857142857,182.74285714285716,178.62857142857143,0.029942857142857143,5.471428571428571,2.7842857142857143,6.927142857142856,0.8285714285714285,0.2857142857142857,0.00961857142857143,0.3048571428571428,0.32,0.0
"Liver-type sausage, QUAL Low fat (naturally or reduced)",0.3,16.942857142857143,0.7125142857142858,25.0,280.14285714285717,332.45714285714286,0.0197,10.491428571428571,4.630714285714285,11.895,1.5857142857142856,0.4071428571428571,0.01717142857142857,0.5,0.349,0.005
"Lobster, european",1.5,55.285714285714285,0.9322857142857143,24.857142857142858,202.0,224.0,0.04131428571428571,0.6714285714285715,2.5142857142857147,5.5928571428571425,0.08485714285714285,0.115,0.0017285714285714285,0.695,1.476,0.0
"Lobster, european, PROCESS Baking",1.772,74.0,0.801,26.0,254.0,225.0,,1.024,1.9279999999999997,3.941,0.095,0.10471428571428572,0.0011,1.28,1.7719999999999998,0.0
"Lobster, european, PROCESS Cooking in water",1.8,64.88571428571429,1.3554857142857144,31.3,226.28571428571428,237.79999999999998,0.05964285714285714,0.7565714285714286,2.8008571428571427,5.446571428571429,0.053285714285714283,0.09714285714285713,0.0012714285714285714,0.24357142857142858,1.7838,0.0
"Lobster, european, PROCESS Frying",1.772,74.0,0.801,26.0,254.0,225.0,,1.024,1.9279999999999997,3.941,0.095,0.10471428571428572,0.0011,1.28,1.7719999999999998,0.0
"Lobster, european, PROCESS Steaming",1.8,62.0,1.2800571428571428,29.228571428571428,212.28571428571428,255.5142857142857,0.057414285714285716,0.7554285714285714,2.5225714285714287,5.339714285714286,0.07128571428571429,0.09714285714285713,0.0013857142857142857,0.46785714285714286,1.5234,0.0
"Lobster, norway",1.5,48.0,0.7,67.5,144.0,213.0,0.055,2.0,4.6,5.67,0.01,0.13,0.0009,0.21,1.5,0.0
"Lobster, norway, PROCESS Cooking in water",,60.0,1.35,34.0,200.0,250.0,0.13,1.0,2.5,2.0,0.1,0.15,0.002,0.07,1.5,
"Lobster, norway, PROCESS Steaming",,60.0,1.35,34.0,200.0,250.0,0.13,1.0,2.5,2.0,0.1,0.15,0.002,0.07,1.5,
"Lobsters (including lobster meat), cooked-deprecated",2.2,72.05714285714285,1.3801428571428571,37.42857142857143,207.14285714285714,178.14285714285714,0.03598333333333333,0.8422857142857144,2.2037142857142857,5.360857142857142,0.04471428571428571,0.07714285714285715,0.0011285714285714287,0.2835714285714286,1.7838,0.0
Loganberries,0.48,38.57142857142857,0.13571428571428573,24.714285714285715,24.142857142857142,249.28571428571428,0.0,1.3428571428571427,0.2857142857142857,0.6425714285714286,0.03428571428571429,0.022857142857142857,0.0,0.055714285714285716,0.8640000000000001,0.0
Loquats,0.5,18.428571428571427,0.04,10.857142857142858,20.428571428571427,248.14285714285714,0.0008857142857142857,0.3271428571428571,0.09999999999999999,0.3425714285714286,0.033857142857142856,0.02428571428571429,0.0,0.05714285714285715,0.656,0.0
Lovage leaves,1.0,150.0,0.12,30.0,50.0,400.0,,2.0,1.2,1.8669999999999998,0.15,0.08,0.0,0.05,1.0,0.0
Low-malt beers,0.0,3.0,0.04,10.0,25.0,50.0,,0.015,0.02,1.004,0.03,0.004,0.0,0.05,0.0,0.0
Luncheon spiced ham-type tinned meat,0.44,14.154285714285715,0.08557142857142856,16.914285714285715,185.42857142857142,228.28571428571428,0.007857142857142858,1.1687142857142858,1.6031428571428574,5.968714285714285,0.15457142857142858,0.4634285714285714,0.0009485714285714286,0.2704285714285714,0.2274,0.014
Macadamias,,64.6,0.6237999999999999,114.8,197.0,331.8,0.006720000000000001,2.218,1.218,3.6906,0.10640000000000001,0.634,0.0,0.2938,1.0234,0.0
Macaroons,5.14,46.885714285714286,0.3372857142857143,61.97142857142857,103.8,285.2857142857143,0.001796,1.4808571428571429,0.779,2.6950000000000003,0.5784285714285715,0.0374,0.00011999999999999999,0.06257142857142857,6.103333333333334,0.0176
Mace aril,0.0,242.0,2.4914285714285715,162.14285714285714,124.71428571428571,446.42857142857144,,12.342857142857143,2.3,2.817,0.3942857142857143,0.3157142857142857,0.0,0.0,0.0,0.0
Mackerel,1.3,16.428571428571427,0.18257142857142855,25.285714285714285,247.14285714285714,331.14285714285717,0.029057142857142858,0.9782857142857143,0.5625714285714286,11.671428571428573,0.3314285714285714,0.13,0.008185714285714286,0.5928571428571429,1.096,0.002
Mackerel and mackerel-like fishes-deprecated,0.9450000000000001,16.0,0.18457142857142855,26.142857142857142,234.28571428571428,348.85714285714283,0.02797142857142857,1.038857142857143,0.6224285714285714,12.042857142857143,0.33285714285714285,0.1285714285714286,0.008214285714285714,0.5671428571428571,1.096,0.002
"Mackerel and mackerel-like fishes-deprecated, PROCESS Baking",1.385,13.714285714285714,0.10785714285714286,49.42857142857143,257.0,378.42857142857144,0.04045714285714286,1.2588571428571427,0.7325714285714285,12.641428571428573,0.3741428571428571,0.141,0.00616,0.5162857142857142,1.101,0.002
"Mackerel and mackerel-like fishes-deprecated, PROCESS Cooking in water",0.09,15.142857142857142,0.11642857142857142,28.857142857142858,243.57142857142858,369.14285714285717,0.036,1.1035714285714286,0.9761428571428572,12.33,0.31185714285714283,0.10657142857142857,0.0075,0.5055714285714286,1.0238,0.002
"Mackerel and mackerel-like fishes-deprecated, PROCESS Frying",1.385,14.285714285714286,0.12671428571428572,28.857142857142858,236.71428571428572,336.42857142857144,0.04188571428571429,1.0502857142857143,1.006857142857143,12.876142857142856,0.3507142857142857,0.12128571428571429,0.010114285714285715,0.5477142857142857,1.471,0.002
"Mackerel and mackerel-like fishes-deprecated, PROCESS Steaming",1.373,13.428571428571429,0.11642857142857142,30.857142857142858,254.71428571428572,384.57142857142856,0.036,1.125,0.6364285714285715,12.33,0.375,0.12428571428571429,0.008499999999999999,0.6035714285714285,1.0238,0.002
"Mackerel, PROCESS Baking",,13.6,0.0994,56.4,255.4,376.6,0.04224,1.2888,0.7792,12.7468,0.3698,0.1482,0.0038666666666666663,0.48360000000000003,1.101,0.002
"Mackerel, PROCESS Cooking in water",1.373,13.428571428571429,0.11642857142857142,30.857142857142858,254.71428571428572,384.57142857142856,0.036,1.125,0.6364285714285715,12.33,0.375,0.12428571428571429,0.008499999999999999,0.6035714285714285,1.0238,0.002
"Mackerel, PROCESS Frying",1.385,14.285714285714286,0.12671428571428572,28.857142857142858,236.71428571428572,336.42857142857144,0.04188571428571429,1.0502857142857143,1.006857142857143,12.876142857142856,0.3507142857142857,0.12128571428571429,0.010114285714285715,0.5477142857142857,1.471,0.002
"Mackerel, PROCESS Steaming",1.373,13.428571428571429,0.11642857142857142,30.857142857142858,254.71428571428572,384.57142857142856,0.036,1.125,0.6364285714285715,12.33,0.375,0.12428571428571429,0.008499999999999999,0.6035714285714285,1.0238,0.002
Madeira,0.0,5.32,0.08114285714285716,10.028571428571428,9.4,93.71428571428571,0.0001,0.4428571428571429,0.1842857142857143,0.08571428571428572,0.01,0.0,0.0,0.01,0.0,0.0
Main-crop potatoes,,7.8,0.1096,22.2,42.6,428.4,0.001,0.656,0.5511999999999999,1.9759999999999998,0.0228,0.1172,0.0,0.2464,0.055799999999999995,0.002
"Main-crop potatoes, PROCESS Baking",0.1,7.982857142857143,0.09031428571428571,21.37142857142857,47.17142857142857,448.0,0.0006333333333333333,0.5828571428571429,0.31442857142857145,2.05,0.02442857142857143,0.155,0.0,0.20542857142857143,0.056400000000000006,0.002
"Main-crop potatoes, PROCESS Cooking in water",0.1,7.124285714285714,0.09057142857142857,19.0,40.714285714285715,378.14285714285717,0.0006333333333333333,0.5861428571428571,0.2797142857142857,1.5782857142857143,0.02085714285714286,0.11928571428571429,0.0,0.21828571428571428,0.0606,0.002
"Main-crop potatoes, PROCESS Steaming",0.1,6.885714285714286,0.11371428571428573,22.142857142857142,42.285714285714285,429.57142857142856,0.00116,0.5167142857142857,0.4401428571428571,1.9107142857142858,0.016857142857142855,0.118,0.0,0.20014285714285715,0.058800000000000005,0.002
Maize flour,0.2,11.333333333333334,0.16733333333333333,37.333333333333336,139.16666666666666,166.66666666666666,0.0048,2.1,1.8,2.4346666666666663,0.085,0.24166666666666667,0.0,0.07333333333333333,1.11,0.0
"Maize oil, edible",19.35,15.0,0.030000000000000002,0.0,0.0,1.0,0.0,0.1,0.005,0.0,0.0,0.0,0.0,0.0,26.8475,0.002725
Maize semolina,0.52,4.0,0.075,20.0,73.0,80.0,,1.0,0.41,2.267,0.04,0.13,0.0,0.15,0.52,0.0
"Maize semolina, PROCESS Baking",0.566,3.0,0.09,34.0,76.0,81.0,,0.566,0.53,0.836,0.054,0.051,0.0,0.068,0.566,0.015
"Maize semolina, PROCESS Cooking in water",0.566,3.0,0.09,34.0,64.85714285714286,74.14285714285714,,0.7091428571428571,0.5171428571428571,0.9182857142857143,0.054,0.116,0.0,0.075,0.566,0.015
"Maize semolina, PROCESS Steaming",0.566,3.0,0.09,34.0,64.85714285714286,74.14285714285714,,0.7091428571428571,0.5171428571428571,0.9182857142857143,0.054,0.116,0.0,0.075,0.566,0.015
Maize starch,0.0,12.857142857142858,0.05,2.5714285714285716,25.714285714285715,5.666666666666667,0.0,0.7285714285714285,0.48,0.09585714285714286,0.008,0.0,0.0,0.005,0.0,0.0
Mallard fresh meat,0.15,6.428571428571429,0.312,20.0,177.14285714285714,263.57142857142856,,3.542857142857143,0.7700000000000001,7.117,0.25,0.3357142857142857,0.003,0.4928571428571429,0.15,0.0
"Mallard fresh meat, PROCESS Baking",0.0,21.0,0.294,26.0,242.0,341.0,,3.712,2.634,9.008,0.258,0.279,0.0003,0.307,0.0,0.001
"Mallard fresh meat, PROCESS Cooking in water",0.0,15.0,0.148,19.0,170.0,162.0,,2.664,2.245,6.512,0.232,0.146,0.0002,0.242,0.0,0.001
"Mallard fresh meat, PROCESS Steaming",0.0,15.0,0.148,19.0,170.0,162.0,,2.664,2.245,6.512,0.232,0.146,0.0002,0.242,0.0,0.001
Malt coffee infusion,0.02,4.0,0.01,5.0,10.0,41.0,0.0011,0.1,0.01,0.29,,0.01,0.0,0.01,0.02,
Malt extract,0.0,31.0,,,,440.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Mandarins,0.3,29.67142857142857,0.044571428571428574,10.314285714285715,17.714285714285715,156.42857142857142,0.00093,0.22142857142857145,0.22728571428571429,0.41428571428571426,0.04,0.07142857142857142,0.0,0.062142857142857146,0.404,0.0030000000000000005
Mandarins and similar-,0.27,26.099999999999998,0.044571428571428574,10.314285714285715,17.0,150.28571428571428,0.00102,0.22142857142857145,0.22728571428571429,0.32357142857142857,0.037142857142857144,0.07428571428571429,0.0,0.05928571428571428,0.404,0.003
Mango chutney,,14.4,0.064,17.2,18.8,109.8,,0.8300000000000001,0.138,1.0582,0.0178,0.027,0.0,0.077,0.313,0.0
Mango pickle,,58.0,0.4,55.0,,170.0,,8.6,0.3,0.9,0.07,0.06,0.0,,,
Mangoes,1.8,11.0,0.07942857142857143,11.714285714285714,12.571428571428571,171.71428571428572,0.0013142857142857142,0.33671428571428574,0.0866,1.2274285714285715,0.050571428571428566,0.04342857142857143,0.0,0.11771428571428573,1.062,0.0
"Marine shrimps or prawns, cooked-deprecated",1.5,108.05714285714285,0.5712857142857143,37.68571428571429,222.28571428571428,152.71428571428572,0.0193,1.6382857142857143,1.712,6.905285714285713,0.088,0.025428571428571432,0.0024,0.08857142857142856,4.1450000000000005,0.0
"Marmalade, oranges",0.15000000000000002,24.157142857142855,0.04226666666666667,2.983333333333333,6.057142857142857,41.81428571428571,0.00058,0.3512857142857143,0.0705,0.13371428571428573,0.012000000000000002,0.013333333333333334,0.0,0.0184,0.30225,0.0
"Marmalade, oranges, SWEET Fructose",,17.62857142857143,0.028,5.714285714285714,10.842857142857143,63.142857142857146,0.0004,0.4000000000000001,0.1142857142857143,0.2538571428571429,0.02114285714285714,0.026714285714285715,0.0,0.023714285714285716,0.049,0.0
Marzipan,12.95,86.57142857142857,0.2868,113.42857142857143,218.85714285714286,246.85714285714286,0.0016428571428571427,1.7,1.3214285714285714,2.9171428571428573,0.3362857142857143,0.086,5e-05,0.04071428571428571,9.059000000000001,0.0
Marzipan pie,5.0,64.45714285714286,0.21242857142857144,46.57142857142857,106.57142857142857,203.28571428571428,0.0015685714285714285,1.4067142857142856,0.7939999999999999,2.283857142857143,0.16671428571428573,0.08114285714285716,0.00018799999999999996,0.07657142857142858,7.558333333333334,0.0036571428571428566
Marzipan raw mass,14.415,68.85714285714286,0.502,132.28571428571428,228.0,380.42857142857144,0.0017142857142857144,1.8760000000000001,1.5665714285714285,4.65,0.19999999999999998,0.11742857142857142,0.000125,0.03471428571428571,13.601999999999999,0.0
Mascarpone,1.07,93.71428571428571,0.1,10.0,97.0,93.57142857142857,0.002,0.13714285714285715,0.4,1.27,0.23714285714285713,0.02142857142857143,0.0003,0.032857142857142856,1.042,0.0
Mashed potato powder,0.2,65.91428571428571,0.2762,79.0,286.1714285714286,1634.2285714285715,0.0027285714285714283,2.3714285714285714,1.1321428571428571,7.631428571428572,0.21714285714285714,0.14285714285714285,0.0,1.02,0.292,0.0
Mashed vegetable puree,0.05,33.8,0.2857142857142857,24.285714285714285,50.285714285714285,608.8571428571429,0.00034999999999999994,0.54,0.3657142857142857,1.6228571428571428,0.045142857142857144,0.07039999999999999,0.0,0.111,3.444,0.0
Matured charcuterie products for cooking,0.348,16.0,0.092,26.0,145.0,312.0,,0.942,2.074,6.845,0.198,0.63,0.0015,0.417,0.348,0.01
Matzo,,29.571428571428573,0.16,20.714285714285715,103.57142857142857,164.28571428571428,,1.5714285714285714,0.7,3.2285714285714286,0.03428571428571429,0.11857142857142858,0.0,0.06428571428571428,,
Mayonnaise sauce,19.9,11.9,0.02142857142857143,6.6000000000000005,43.42857142857143,28.114285714285717,0.004828571428571428,0.4428571428571429,0.25285714285714284,0.4144285714285714,0.04142857142857143,0.02142857142857143,0.0007966666666666666,0.015428571428571429,19.434,0.045
"Mayonnaise, low fat",3.15,20.119999999999997,0.01376,3.0,27.74,26.285714285714285,0.004428571428571428,0.2285714285714286,0.15,0.112,0.028000000000000004,0.015,0.00039999999999999996,0.017,6.4799999999999995,0.045
Meat and vegetable soup,0.1,15.4,0.07548571428571428,15.742857142857144,64.68571428571428,149.5142857142857,0.0038,0.7430000000000001,0.6644285714285714,1.8034285714285716,0.05014285714285714,0.09471428571428572,0.00023714285714285715,0.07857142857142858,0.25339999999999996,0.006
Meat balls,1.25,29.342857142857145,0.10057142857142856,22.842857142857145,158.29999999999998,350.95714285714286,0.008657142857142858,1.9571428571428573,2.9669999999999996,8.625428571428571,0.19014285714285714,0.195,0.0014414285714285714,0.2767142857142857,1.578,0.014
Meat based spreadable-textured specialities,0.344,13.571428571428571,0.10428571428571429,21.142857142857142,142.85714285714286,270.7142857142857,,2.015,2.2949999999999995,5.524,0.17285714285714285,0.47500000000000003,0.0017857142857142859,0.31857142857142856,0.4024,0.013
Meat burger (no sandwich),1.5,23.114285714285717,0.10754285714285715,23.514285714285712,185.65714285714284,328.11428571428576,0.013285714285714286,2.097142857142857,4.046714285714286,8.993142857142857,0.2032857142857143,0.1847142857142857,0.0020314285714285716,0.2948571428571429,0.6559999999999999,0.014
Meat extract,2.17,102.0,0.5599999999999999,49.15,460.0,639.0,0.027600000000000003,2.3428571428571425,0.725,16.80857142857143,0.22766666666666666,1.4814285714285713,0.00275,0.348,0.6174999999999999,0.0
Meat in aspic,0.076,30.0,0.086,19.142857142857142,169.0,277.0,,2.182,2.259,4.529,0.178,0.096,0.0006,0.344,0.076,0.0
Meat loaf,1.1,30.599999999999998,0.11323333333333334,20.633333333333333,159.18333333333334,251.01666666666665,0.024000000000000004,2.111333333333333,2.5976666666666666,6.280666666666666,0.15866666666666665,0.19599999999999998,0.0016333333333333332,0.20083333333333334,0.3772,0.008
"Meat loaf with cheese, vegetables or other",0.7,26.085714285714285,0.07525714285714287,17.314285714285713,104.74285714285715,219.5142857142857,0.0179,1.2950000000000002,1.8535714285714284,3.871,0.13857142857142857,0.12142857142857144,0.0009,0.19714285714285712,2.889,0.009
Meat soup,0.2,18.12857142857143,0.042742857142857145,8.714285714285714,43.457142857142856,103.64285714285714,0.0030285714285714286,0.6141428571428572,0.5855714285714286,3.534,0.044,0.026,0.00014333333333333334,0.07357142857142858,0.1366,0.005
Meat stew,0.3,15.285714285714286,0.05462857142857143,10.714285714285714,83.97142857142856,190.08571428571426,0.004600000000000001,1.0777142857142856,1.8725714285714286,4.267428571428572,0.09485714285714286,0.08600000000000001,0.0006285714285714286,0.17757142857142857,0.31320000000000003,0.022
Meat terrine,0.381,24.0,0.2755714285714286,19.62857142857143,119.57142857142857,213.0,0.0205,2.9062857142857146,2.045142857142857,6.9465714285714295,0.5834285714285714,0.2662857142857143,0.0011142857142857141,0.25657142857142856,0.43439999999999995,0.028
Medlars,0.7,21.312857142857144,0.12757142857142859,8.994285714285715,24.057142857142857,192.57142857142858,0.000212,0.32857142857142857,0.11028571428571429,0.3072857142857143,0.017857142857142856,0.018714285714285715,0.0,0.029285714285714286,0.6199999999999999,0.0
Melons and similar-,0.1,12.319999999999999,0.0372,13.114285714285714,14.842857142857143,241.28571428571428,0.0014666666666666665,0.27142857142857146,0.16219999999999998,0.7945714285714286,0.022857142857142857,0.039714285714285716,0.0,0.07542857142857143,0.1052,0.0007
Meringue,0.06,6.714285714285714,0.06853333333333333,6.733333333333333,15.714285714285714,90.17142857142858,0.004353333333333333,0.3018571428571429,0.121,1.592,0.18385714285714286,0.009000000000000001,8.5e-05,0.00875,,0.0006
Meringue tart,0.366,42.333333333333336,0.05499999999999999,15.0,48.5,99.33333333333333,0.0016233333333333334,0.3156666666666667,0.2316666666666667,0.9226666666666666,0.10066666666666668,0.025333333333333333,0.00018,0.016166666666666666,1.0715999999999999,0.0
Mettwurst-type sausage,0.59,20.599999999999998,0.0642857142857143,16.514285714285712,151.28571428571428,214.0,0.008357142857142856,1.0799999999999998,1.8699999999999999,5.7131428571428575,0.14257142857142857,0.25742857142857145,0.0012457142857142858,0.14971428571428572,0.40099999999999997,0.0
"Mettwurst-type sausage, QUAL Low fat (naturally or reduced)",0.284,18.714285714285715,0.10114285714285713,30.571428571428573,190.28571428571428,391.2857142857143,0.011,1.247142857142857,2.6514285714285712,8.507,0.2245714285714286,0.7825714285714286,0.0017599999999999998,0.5378571428571428,0.284,0.017
Mexican yam beans,0.0,15.0,0.08,16.0,18.0,175.0,,0.6,0.8,0.617,0.03,0.04,0.0,0.03,0.0,0.0
"Mexican yam beans, PROCESS Cooking in water",0.0,14.0,0.073,15.0,17.0,142.0,,0.561,0.728,0.528,0.027,0.031,0.0,0.023,0.0,0.0
"Mexican yam beans, PROCESS Steaming",0.0,14.0,0.073,15.0,17.0,142.0,,0.561,0.728,0.528,0.027,0.031,0.0,0.023,0.0,0.0
Milk chocolate,0.315,232.35714285714286,0.29071428571428576,74.0,226.14285714285714,385.92857142857144,0.004214285714285714,2.185714285714286,1.1952857142857145,2.481142857142857,0.3842857142857143,0.09571428571428572,0.000612,0.053,0.736,0.002
"Milk chocolate, QUAL Low / Reduced sugar",0.982,289.0,0.844,131.0,350.0,1049.0,,9.679999999999998,2.201,3.355,0.472,0.092,0.0007,0.124,0.982,0.002
"Milk chocolate, QUAL Sugar free",0.982,277.85714285714283,0.6714285714285715,122.14285714285714,308.57142857142856,404.0,0.008,8.057142857142857,1.6035714285714284,3.355,0.4371428571428571,0.08571428571428572,0.0006657142857142858,0.10028571428571428,1.0692,0.002
Milk from other milk producer animals,0.0,120.0,0.03,13.0,90.0,170.0,,0.1,0.5,0.1,0.04,0.03,0.0001,0.06,0.0,
"Milk powder, full fat",0.683,989.5714285714286,0.08871428571428572,88.42857142857143,751.1428571428571,1212.0,0.0108,0.5271428571428571,3.4085714285714284,6.850285714285714,1.3885714285714283,0.2885714285714286,0.002857142857142857,0.322,0.6599999999999999,0.004
"Milk powder, skimmed",0.1,1280.5714285714287,0.10785714285714286,119.42857142857143,979.7142857142857,1613.142857142857,0.01257142857142857,0.5175714285714286,4.214285714285714,9.31857142857143,1.852857142857143,0.3607142857142857,0.003297142857142857,0.37714285714285717,0.08825,0.001
Milk protein,0.02,100.0,0.02,10.0,700.0,50.0,,0.0,0.16,17.79,0.07,0.0,0.0002,0.0,0.02,0.001
Milkshakes,0.15000000000000002,114.37142857142858,0.09191428571428571,19.67142857142857,97.55714285714285,215.54285714285714,0.0017714285714285714,0.24,0.4602857142857143,1.175,0.17357142857142857,0.03585714285714286,0.0003785714285714286,0.04371428571428571,0.20625000000000002,0.001
Millet flour,0.1,31.142857142857142,0.6399999999999999,136.57142857142858,254.28571428571428,327.14285714285717,0.002,5.6571428571428575,1.6857142857142857,3.0830000000000006,0.1757142857142857,0.3757142857142857,0.0,0.6428571428571429,0.044,0.001
Millet groats,0.05,20.0,0.48999999999999994,170.0,310.0,430.0,0.002,9.0,2.24,4.25,0.14,0.26,0.0,0.75,0.05,0.001
Millet rolled grains,0.05,20.0,0.48999999999999994,170.0,310.0,430.0,,9.0,2.24,4.25,0.14,0.26,0.0,0.75,0.05,0.001
Mint sauce,,120.0,0.3,46.0,27.0,210.0,,7.4,0.2,,,,0.0,,,
Mints,5.0,211.0,0.16685714285714284,41.857142857142854,74.14285714285714,284.14285714285717,0.0005,9.402857142857142,1.1514285714285715,1.933,0.31957142857142856,0.11614285714285713,0.0,0.07171428571428572,3.136,0.0
Miscellaneous coastal marine fishes,1.25,39.714285714285715,0.07371428571428572,27.714285714285715,257.14285714285717,314.57142857142856,0.043120000000000006,0.8677142857142857,0.43942857142857145,8.871428571428572,0.09549999999999999,0.09825,0.006219999999999999,0.4865714285714286,0.702,0.002
"Miscellaneous coastal marine fishes, PROCESS Baking",0.841,42.199999999999996,0.05542857142857143,27.514285714285712,216.71428571428572,285.57142857142856,0.04354285714285715,0.6795714285714285,0.4402857142857143,8.155142857142858,0.11000000000000001,0.07214285714285715,0.0033000000000000004,0.5588571428571428,0.7242,0.001
"Miscellaneous coastal marine fishes, PROCESS Cooking in water",0.9864999999999999,26.214285714285715,0.07157142857142858,30.385714285714283,198.85714285714286,312.57142857142856,0.043,0.7035714285714286,0.5847142857142857,11.425714285714287,0.11,0.16233333333333333,0.006557142857142857,0.4684285714285714,1.373,0.002
"Miscellaneous coastal marine fishes, PROCESS Frying",1.385,14.0,0.129,32.0,261.0,383.0,,1.184,0.616,12.378,0.1,0.123,0.0096,0.598,1.385,0.002
"Miscellaneous coastal marine fishes, PROCESS Steaming",0.9864999999999999,20.085714285714285,0.10157142857142858,27.085714285714285,186.0,322.85714285714283,0.028857142857142856,0.9478571428571428,0.7175714285714285,11.425714285714287,0.09566666666666666,0.16233333333333333,0.007724999999999999,0.36985714285714283,0.6122,0.002
Miscellaneous cooked sausages,0.194,13.928571428571429,0.06914285714285714,17.357142857142858,233.28571428571428,218.85714285714286,0.006342857142857143,1.5914285714285714,1.7941428571428573,4.942571428571428,0.16285714285714287,0.21857142857142856,0.0008342857142857143,0.231,0.3012,0.008
Miscellaneous demersal marine fishes,0.8,43.42857142857143,0.042,22.0,200.14285714285714,385.57142857142856,0.0165,0.7285714285714285,0.483,4.952571428571429,0.16,0.15,0.0015,0.22,0.8,0.0
"Miscellaneous demersal marine fishes, PROCESS Baking",0.901,66.8,0.039,27.12857142857143,234.28571428571428,289.42857142857144,0.0174,0.9131428571428571,0.5817142857142857,7.156,0.212,0.1362857142857143,0.0012142857142857144,0.5651428571428572,0.8404,0.0
"Miscellaneous demersal marine fishes, PROCESS Cooking in water",0.908,54.24285714285714,0.05485714285714286,28.199999999999996,186.28571428571428,264.0,0.0221,0.6902857142857143,0.6295714285714286,6.112,0.14514285714285716,0.1385714285714286,0.0017571428571428575,0.1455714285714286,1.3832,0.0
"Miscellaneous demersal marine fishes, PROCESS Frying",0.901,74.0,0.048,24.0,215.0,319.0,,0.923,0.583,7.478,0.23900000000000002,0.203,0.0016,0.212,0.901,0.0
"Miscellaneous demersal marine fishes, PROCESS Steaming",0.908,55.01428571428572,0.07028571428571428,23.271428571428572,172.57142857142858,285.42857142857144,0.0265,0.9345714285714285,0.7380000000000001,6.112,0.1417142857142857,0.1355714285714286,0.0015,0.14085714285714285,0.4262,0.0
Miscellaneous marine crustaceans,4.0,92.0,0.31,67.0,224.0,266.0,,1.76,2.17,6.407000000000001,0.034,0.051,0.0008,0.13,4.0,0.0
"Miscellaneous marine crustaceans, PROCESS Baking",4.802,98.51428571428572,0.39814285714285713,52.67142857142857,219.28571428571428,199.0,0.0125,1.7462857142857142,2.05,7.126,0.03742857142857143,0.043000000000000003,0.001092857142857143,0.11942857142857143,3.5707999999999998,0.0
"Miscellaneous marine crustaceans, PROCESS Cooking in water",5.027,101.94285714285715,0.3964285714285714,52.67142857142857,217.57142857142858,187.57142857142858,0.0125,1.7308571428571429,2.1197142857142857,5.845,0.033428571428571426,0.042428571428571434,0.0010357142857142859,0.11314285714285714,3.6608000000000005,0.0
"Miscellaneous marine crustaceans, PROCESS Frying",4.802,98.51428571428572,0.39814285714285713,52.67142857142857,219.28571428571428,199.0,0.0125,1.7462857142857142,2.05,7.126,0.03742857142857143,0.043000000000000003,0.001092857142857143,0.11942857142857143,3.5707999999999998,0.0
"Miscellaneous marine crustaceans, PROCESS Steaming",4.212,91.08571428571429,0.37300000000000005,47.528571428571425,202.14285714285714,180.14285714285714,0.0125,1.6199999999999999,1.8671428571428572,6.243,0.03457142857142857,0.03957142857142858,0.0010357142857142859,0.11085714285714286,3.3348,0.0
Miscellaneous mixed and processed breakfast cereals-deprecated,0.903,176.1833333333333,0.2914285714285714,80.81428571428572,247.67142857142858,314.0,0.008700000000000001,9.730857142857143,5.055428571428571,13.370857142857144,0.7917142857142857,0.8588571428571428,0.002025,1.1211428571428572,2.6252000000000004,0.012
Miscellaneous pelagic marine fishes,1.5,36.0,0.2864285714285714,25.857142857142858,220.57142857142858,334.2857142857143,0.025142857142857144,2.037142857142857,1.1864285714285714,5.871428571428572,0.19285714285714284,0.06285714285714286,0.006242857142857143,0.3614285714285715,1.016,0.0
"Miscellaneous pelagic marine fishes, PROCESS Baking",1.649,40.0,0.138,33.0,265.0,361.0,,1.102,0.84,7.412,0.233,0.038,0.009,0.424,1.6490000000000002,0.0
"Miscellaneous pelagic marine fishes, PROCESS Cooking in water",1.68,42.0,0.138,33.0,264.0,336.0,,1.095,0.8869999999999999,6.127,0.192,0.037,0.0085,0.392,1.6800000000000002,0.0
"Miscellaneous pelagic marine fishes, PROCESS Frying",1.649,40.0,0.138,33.0,265.0,361.0,,1.102,0.84,7.412,0.233,0.038,0.009,0.424,1.6490000000000002,0.0
"Miscellaneous pelagic marine fishes, PROCESS Steaming",1.68,42.0,0.138,33.0,264.0,336.0,,1.095,0.8869999999999999,6.127,0.192,0.037,0.0085,0.392,1.6800000000000002,0.0
